Alert ID,SMARTS,ARTICLEID,PROPERTY,NAME,DESCRIPTION,PAGE,TABLE,LINE,COMMENT,SMARTS_DESCRIPTION,PUBMEDID,Publication
TA1105,[#6H3X4]-[#6X4H2]-[#6X4H2]*,A27542,Extended Functional Groups (EFG),Alkyl tails,Compounds containing only C and H atoms,-,-,-,,,26703557,"2015 Salmina, ES"
TA1106,"[+,++,+3,+4,+5,+6,+7,$([#7v4]),$([#8v3])] AND NOT [$([NX2]=[NX2+]=[NX1-]),$([NX2]=[NX2+]=N),$([NX2-]-[NX2+]#[NX1]),$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-]),$([NX2+]#[CX1-]),$([NX2]#[CX1]),$([OX1-,OH1][#7X4+]([*])([*])([*])),$([OX1]=[#7X4v5]([*])([*])([*])),$([OX1-,OH1][#7X3+R](~[R])(~[R])),$([OX1]=[#7v5X3R](~[R])(~[R])),$([*+]~[*-])]",A12075,Extended Functional Groups (EFG),Cations,Any positively charged atom,-,-,-,,,-,2005 CheckMol
TA1107,"[-,--,-3,-4,-5,-6,-7] AND NOT [$([NX2]=[NX2+]=[NX1-]),$([NX2]=[NX2+]=N),$([NX2-]-[NX2+]#[NX1]),$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-]),$([NX2+]#[CX1-]),$([NX2]#[CX1]),$([OX1-,OH1][#7X4+]([*])([*])([*])),$([OX1]=[#7X4v5]([*])([*])([*])),$([OX1-,OH1][#7X3+R](~[R])(~[R])),$([OX1]=[#7v5X3R](~[R])(~[R])),$([*-]~[*+])]",A12075,Extended Functional Groups (EFG),Anions,Any negatively charged atom,-,-,-,,,-,2005 CheckMol
TA1108,"[$([H][CX3]([#1,#6])=[OX1]),$([#6&!$(C#N)][CX3](=[OX1])[#6&!$(C#N)])]",A12075,Extended Functional Groups (EFG),Carbonyl compouns: aldehydes or ketones,"R1, R2 = H, alkyl, aryl ",-,-,-,,"R1, R2 = H, alkyl, aryl",-,2005 CheckMol
TA1109,"[H][CX3]([#1,#6])=[OX1]",A12075,Extended Functional Groups (EFG),Aldehydes,"R = H, alkyl, aryl",-,-,-,,R = H or any carbon atom,-,2005 CheckMol
TA1110,[#6&!$(C#N)][CX3](=[OX1])[#6&!$(C#N)],A12075,Extended Functional Groups (EFG),Ketones,"R1, R2 = alkyl, aryl",-,-,-,,"R1, R2 = any carbon atom",-,2005 CheckMol
TA1111,"[$([#1,#6][#6X3](=[SX1])[#1,#6]),$([#6]=[CX2]=[Sv2X1])]",A12075,Extended Functional Groups (EFG),Thiocarbonyl compounds: thioaldehydes or thioketones,"R1, R2 = H, alkyl, aryl",-,-,-,,"R1, R2 = H or any carbon atom",-,2005 CheckMol
TA1112,"[#1][CX3]([#1,#6])=[SX1]",A12075,Extended Functional Groups (EFG),Thioaldehydes,"R = H, alkyl, aryl",-,-,-,,R = H or any carbon atom,-,2005 CheckMol
TA1113,[#6&!$(C#N)][CX3](=[SX1])[#6&!$(C#N)],A12075,Extended Functional Groups (EFG),Thioketones,"R1, R2 = alkyl, aryl",-,-,-,,"R1, R2 = any carbon atom",-,2005 CheckMol
TA1114,"[#1,#6][CX3](=[NX2][#1,#6&!$([CX3]=[OX1,SX1,NX2])])[#1,#6]",A12075,Extended Functional Groups (EFG),Imines,"R1, R2, R3 = H, alkyl, aryl",-,-,-,,"R1, R2, R3 = H or any carbon atom",-,2005 CheckMol
TA1115,"[CX3]([#1,#6])([#1,#6])=[NX2][#7X3]([#1,#6&!$([CX3]=[OX1,SX1,NX2])])[#1,#6&!$([CX3]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Hydrazones,"R1, R2, R3, R4 = H, alkyl, aryl",-,-,-,,"R1, R2, R3, R4 = H or any carbon atom",-,2005 CheckMol
TA1116,"[#1,#6][CX3]([#1,#6])=[NX2][NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2])])[CX3](=[OX1])[NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2])])[#1,#6&!$([CX3]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Semicarbazones,"R1, R2, R3, R4, R5 = H, alkyl, aryl",-,-,-,,"R1, R2, R3, R4, R5 = H or any carbon atom",-,2005 CheckMol
TA1117,"[#1,#6][CX3]([#1,#6])=[NX2][NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2])])[CX3](=[SX1])[NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2])])[#1,#6&!$([CX3]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Thiosemicarbazones,"R1, R2, R3, R4, R5 = H, alkyl or aromatic carbon",-,-,-,,"R1, R2, R3, R4, R5 = H or any carbon atom",-,2005 CheckMol
TA1118,"[#1,#6][CX3]([#1,#6])=[NX2][OH1]",A12075,Extended Functional Groups (EFG),Oximes,"R1, R2 = H, alkyl, aryl ",-,-,-,,"R1, R2 = H or any carbon atom",-,2005 CheckMol
TA1119,"[#1,#6][CX3]([#1,#6])=[NX2][OX2][#6&!$([CX3]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Oxime ethers,"R1, R2 = H, alkyl, aryl; R3 = alkyl, aryl",-,-,-,,"R1, R2 = H or any carbon atom; R3 =  any carbon atom",-,2005 CheckMol
TA1120,"[OX1]=[CX2]=[CX3]([#1,#6])[#1,#6]",A12075,Extended Functional Groups (EFG),Ketenes,"R1, R2 = H, alkyl, aryl ",-,-,-,,"R1, R2 = H or any carbon atom",-,2005 CheckMol
TA1121,"[#1,#6][CX3]([#1,#6])=[CX3]([!#6!#1])[!#6!#1]",A12075,Extended Functional Groups (EFG),Ketene acetal derivatives,"R1, R2 = H, alkyl, aryl; X, Y = any hetero atom",-,-,-,,"R1, R2 = H or any carbon atom; X, Y = any atom except H and C",-,2005 CheckMol
TA1122,"[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([OH1])[OH1]",A12075,Extended Functional Groups (EFG),Carbonyl hydrates,"R1, R2 = H, alkyl, aryl ",-,-,-,,"R1, R2 = H or any carbon atom",-,2005 CheckMol
TA1123,"[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([OH1])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Hemiacetals / Hemiketals,"R1, R2 = H, alkyl, aryl; R3 = alkyl, aryl",-,-,-,,"R1, R2 = H or any carbon atom; R3 = any carbon atom",-,2005 CheckMol
TA1124,"[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([OX2][#6&!$([CX3]=[OX1,SX1,NX2])])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Acetals / Ketals,"R1, R2 = H, alkyl, aryl; R3, R4 = alkyl, aryl",-,-,-,,"R1, R2 = H, any carbon atom; R3, R4 = any carbon atom",-,2005 CheckMol
TA1125,"[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([OX2][#1,#6&!$([CX3]=[OX1,SX1,NX2])])[NX3]([#1,*])[#1,*]",A12075,Extended Functional Groups (EFG),Hemiaminals,"R1, R2, R3, R4, R5 = H, alkyl, aryl",-,-,-,,"R1, R2, R3, R4, R5 = H, any carbon atom",-,2005 CheckMol
TA1126,"[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([NX3]([#1,*])[#1,*])[NX3]([#1,*])[#1,*]",A12075,Extended Functional Groups (EFG),Aminals,"R1, R2, R3, R4, R5, R6 = H, alkyl, aryl",-,-,-,,"R1, R2, R3, R4, R5, R6 = H, any carbon atom",-,2005 CheckMol
TA1127,"[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([SX2][#1,#6&!$([CX3]=[OX1,SX1,NX2])&!$(C#N)])[NX3]([#1,*])[#1,*]",A12075,Extended Functional Groups (EFG),Thiohemiaminals,"R1, R2, R3, R4, R5 = H, alkyl, aryl",-,-,-,,"R1, R2, R3, R4, R5 = H, any carbon atom",-,2005 CheckMol
TA1128,"[CH2,$([CH1][#6]),$([CX4]([#6])[#6])]([SX2][#6&!$([CX3]=[OX1,SX1,NX2])&!$(C#N)])[SX2,OX2][#6&!$([CX3]=[OX1,SX1,NX2])&!$(C#N)]",A12075,Extended Functional Groups (EFG),Thioacetals / Thioketals,"R1, R2 = H, alkyl, aryl; R3, R4 = alkyl, aryl",-,-,-,,"R1, R2 = H, any carbon atom; R3, R4 = any carbon atom",-,2005 CheckMol
TA1129,"[CX3]([#1,#6])([#1,#6])=[CX3]([#1,#6])[NX3&!$([NX3](=[OX1])=[OX1])&!$([NX3+](=[OX1])[O-])]([#1,*])[#1,*]",A12075,Extended Functional Groups (EFG),Enamines,"R1, R2, R3, R4, R5 = H, acyl, alkyl, aryl",-,-,-,,"R1, R2, R3, R4, R5 = H, RC=O, any carbon atom, where R = H, any carbon",-,2005 CheckMol
TA1130,"[CX3]([#1,#6])([#1,#6])=[CX3]([OH1])[#1,#6]",A12075,Extended Functional Groups (EFG),Enols,"R1, R2, R3 = H, acyl, alkyl, aryl",-,-,-,,"R1, R2, R3 = H, RC=O, alkyl or aryl carbon, where R = H, any carbon",-,2005 CheckMol
TA1131,"[CX3]([#1,#6])([#1,#6])=[CX3]([OX2][#6&!$([CX3]([OX2])=[OX1,SX1,NX2,C])])[#1,#6]",A12075,Extended Functional Groups (EFG),Enolethers,"R1, R2, R3 = H, acyl, alkyl, aryl; R4 = alkyl, aryl",-,-,-,,"R1, R2, R3 = H, RC=O, alkyl or aryl carbon, where R = H, any carbon; R4 = any carbon atom",-,2005 CheckMol
TA1132,"[#6&!$([CX4]([OH1])[#8,#16,#7,#15])&!$([CX3]([OH1])=[OX1,SX1,NH2,C])][OH1]",A12075,Extended Functional Groups (EFG),Hydroxy compounds: alcohols or phenols,"R = alkyl, aryl",-,-,-,-,R = alkyl carbon or aromatic carbon,-,2005 CheckMol
TA1133,"[$([CX4][OH1])&!$(C([OH1])[#7,#8,#15,#16,F,Cl,Br,I])]",A12075,Extended Functional Groups (EFG),Alcohols,R = alkyl,-,-,-,,R = alkyl carbon,-,2005 CheckMol
TA1134,"[$([#6][CH2][OH1]),$([CH3][OH1])]",A12075,Extended Functional Groups (EFG),Primary alcohols,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1135,[OH1][CX4H1]([#6])[#6],A12075,Extended Functional Groups (EFG),Secondary alcohols,"R1, R2 = alkyl, aryl",-,-,-,,"R1, R2 = any carbon atom",-,2005 CheckMol
TA1136,[CX4]([OH1])([#6])([#6])[#6],A12075,Extended Functional Groups (EFG),Tertiary alcohols,"R1, R2, R3 = alkyl, aryl",-,-,-,,"R1, R2, R3 = any carbon atom",-,2005 CheckMol
TA1137,"[CX4]([OH1])([#1,#6])([#1,#6])[CX4]([OH1])([#1,#6])([#1,#6])",A12075,Extended Functional Groups (EFG),"1,2-Diols","R1, R2, R3, R4 = H, alkyl, aryl",-,-,-,,"R1, R2, R3, R4 = H, any carbon atom",-,2005 CheckMol
TA1138,"[CX4]([#1,#6])([#1,#6])([OH1])[CX4]([#1,#6])([#1,#6])[NH2,$([NH1]([CX4][CX4][OH1])[#6&!$([CX3]=[OX1,SX1,NX2,C])])]",A12075,Extended Functional Groups (EFG),"1,2-Aminoalcohols","R1, R2, R3, R4 = H, alkyl, aryl",-,-,-,,"R1, R2, R3, R4 = H, any carbon atom",-,2005 CheckMol
TA1139,c[OH1],A12075,Extended Functional Groups (EFG),Phenols,Any aromatic or heteroaromatic ring with an OH substituent,-,-,-,-,,-,2005 CheckMol
TA1140,"[$(c([OH1])c([OH1])),$(c([OH1])[aR1]c([OH1])),$(c1([OH1])aac([OH1])aa1)]",A27542,Extended Functional Groups (EFG),Diphenols,"Any aromatic or heteroaromatic ring with two OH substituents in ortho-, meta- or para-positions to each other ",-,-,-,,,26703557,"2015 Salmina, ES"
TA1141,"[CX3]([#1,#6])([OH1])=[CX3]([#1,#6])([OH1])",A12075,Extended Functional Groups (EFG),Enediols,"R1, R2 = H, alkyl, aryl",-,-,-,,"R1, R2 = H, any carbon atom",-,2005 CheckMol
TA1142,"[#6&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([OX2])=[OX1,SX1,NX2,C])][OX2][#6&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([OX2])=[OX1,SX1,NX2,C])]",A12075,Extended Functional Groups (EFG),Ethers,"R1, R2 = alkyl, aryl",-,-,-,,"R1, R2 = any carbon atom",-,2005 CheckMol
TA1143," [CX4&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))][OX2][CX4&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))]",A12075,Extended Functional Groups (EFG),Dialkylethers,"R1, R2 = alkyl",-,-,-,,"R1, R2 = alkyl carbon",-,2005 CheckMol
TA1144,"[CX4&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))][OX2]c",A12075,Extended Functional Groups (EFG),Alkylarylethers,R1 = alkyl; R2 = aryl,-,-,-,,R1 = alkyl carbon; R2 = aromatic carbon,-,2005 CheckMol
TA1145,c[OX2&!$([OX2r3])]c,A12075,Extended Functional Groups (EFG),Diarylethers,"R1, R2 = aryl",-,-,-,,"R1, R2 = aromatic carbon",-,2005 CheckMol
TA1146,"[#6&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([SX2])=[OX1,SX1,NX2,C])&!$([#6][SX2]C#N)][SX2][#6&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([SX2])=[OX1,SX1,NX2,C])&!$([#6][SX2]C#N)]",A12075,Extended Functional Groups (EFG),Thioethers,"R1, R2 = alkyl, aryl",-,-,-,,"R1, R2 = any carbon atom",-,2005 CheckMol
TA1147,[*][#16X2][#16X2][*],A12075,Extended Functional Groups (EFG),Disulfides,"R1, R2 = alkyl, aryl",-,-,-,,"R1, R2 = any carbon atom",-,2005 CheckMol
TA1148,"[#6&!$([CX3]=[OX1,SX1,NX2])][OX2][OX2][#6&!$([CX3]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Peroxides,"R1, R2 = alkyl, aryl",-,-,-,,"R1, R2 = any carbon atom",-,2005 CheckMol
TA1149,"[#1,#6][OX2][OX2H1]",A12075,Extended Functional Groups (EFG),Hydroperoxides,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1150,"[$([NX4]([#1,#6])([#1,#6])([#1,#6])),$([NX3]([#1,#6])([#1,#6])),$([NX2]=[#1,#6])][$([NX4]([#1,#6])([#1,#6])([#1,#6])),$([NX3]([#1,#6])([#1,#6])),$([NX2]=[#1,#6])]",A12075,Extended Functional Groups (EFG),Hydrazine derivatives,"R1, R2, R3, R4 = H, acyl, alkyl, aryl",-,-,-,,"R1, R2, R3, R4 = H, RC=O, alkyl or aryl carbon, where R = H, any carbon",-,2005 CheckMol
TA1151,"[N&!$([NH1]([CX3]=[OX1,SX1,NX2])[OH1])&!$(N([OH1])([CX3]=[OX1,SX1,NX2])([CX3]=[OX1,SX1,NX2]))]([#1,#6])([#1,#6])[OH1]",A12075,Extended Functional Groups (EFG),Hydroxylamines,"R1, R2, R3 = H, alkyl, aryl",-,-,-,,"R1, R2, R3 = H, any carbon atom",-,2005 CheckMol
TA1152,"[NX3]([#1,#6&!$([CX3]=[O,S,N,C])&!$([#6]([NX3])[N,O,S,P])&!$(C([NX3])#N)])([#1,#6&!$([CX3]=[O,S,N,C])&!$([#6]([NX3])[N,O,S,P])&!$(C([NX3])#N)])[#1,#6&!$([CX3]=[O,S,N,C])&!$([#6]([NX3])[N,O,S,P])&!$(C([NX3])#N)]",A12075,Extended Functional Groups (EFG),Amines,"R1 = alkyl, aryl;  R2, R3 = H, alkyl, aryl",-,-,-,,"R1 =  any carbon atom; R2, R3 = H, any carbon atom",-,2005 CheckMol
TA1153,"[NX3H2][CX4&!$([CX4]([NH2])[O,N,S,P])]",A12075,Extended Functional Groups (EFG),Primary aliphatic amines,R = alkyl,-,-,-,,R = alkyl carbon,-,2005 CheckMol
TA1154,[NX3H2]c,A12075,Extended Functional Groups (EFG),Primary aromatic amines,R = aryl,-,-,-,,R = aromatic carbon,-,2005 CheckMol
TA1155,"[NX3H1]([CX4&!$([CX4]([NX3H1])[O,S,N,P])])[CX4&!$([CX4]([NX3H1])[O,S,N,P])]",A12075,Extended Functional Groups (EFG),Secondary aliphatic amines,"R1, R2 = alkyl",-,-,-,,"R1, R2 = alkyl carbon",-,2005 CheckMol
TA1156,"c[NX3H1][CX4&!$([CX4]([NX3H1])[O,N,S,P])]",A12075,Extended Functional Groups (EFG),Secondary mixed amines (aryl alkyl),R1 = alkyl; R2 = aryl,-,-,-,,R1 = alkyl carbon; R2 = aromatic carbon,-,2005 CheckMol
TA1157,[NX3H1](c)c,A12075,Extended Functional Groups (EFG),Secondary aromatic amines,"R1, R2 = aryl",-,-,-,,"R1, R2 = aromatic carbon",-,2005 CheckMol
TA1158,"[NX3]([CX4&!$([CX4]([NX3])[O,S,N,P])])([CX4&!$([CX4]([NX3])[O,S,N,P])])[CX4&!$([CX4]([NX3])[O,S,N,P])]",A12075,Extended Functional Groups (EFG),Tertiary aliphatic amines,"R1, R2, R3 = alkyl",-,-,-,,"R1, R2, R3 = alkyl carbon",-,2005 CheckMol
TA1159,"c[NX3]([CX4&!$([CX4]([NX3])[O,N,S,P])])[c,CX4&!$([CX4]([NX3]c)[O,S,N,P])]",A12075,Extended Functional Groups (EFG),Tertiary mixed amines (aryl alkyl),"R1 = alkyl; R2 = aryl; R3 = alkyl, aryl",-,-,-,,R1 = alkyl carbon; R2 = aromatic carbon; R3 = alkyl carbon or aromatic carbon,-,2005 CheckMol
TA1160,[NX3](c)(c)c,A12075,Extended Functional Groups (EFG),Tertiary aromatic amines,"R1, R2, R3 = aryl",-,-,-,,"R1, R2, R3 = aromatic carbon",-,2005 CheckMol
TA1161,"[NX4,NX4+]([#6])([#6])([#6])[#6]",A12075,Extended Functional Groups (EFG),Quaternary ammonium salts,"R1, R2, R3, R4 = alkyl, aryl",-,-,-,,"R1, R2, R3, R4 = any carbon atom",-,2005 CheckMol
TA1162,"[$([OX1-,OH1][#7X4+]([*])([*])([*])),$([OX1]=[#7X4v5]([*])([*])([*])),$([OX1]=[Nv5X3&!$([Nv5X3](=[OX1])=[OX1])](=[*])([*])),$([OX1-,OH1][#7X3+R](~[R])(~[R])),$([OX1]=[#7v5X3R](~[R])(~[R]))]",A12075,Extended Functional Groups (EFG),N-Oxides,"R1, R2, R3 = alkyl, aryl",-,-,-,,"R1, R2, R3 = any carbon atom",-,2005 CheckMol
TA1163,"[CX4,CX3,c;!$([#6]=[OX1])][F,Cl,Br,I]",A12075,Extended Functional Groups (EFG),"Halogen derivatives (alkyl, alkenyl, aryl)","R = alkyl, alkenyl, aryl; X = F, Cl, Br, I",-,-,-,,"R = alkyl, alkenyl or aryl carbon",-,2005 CheckMol
TA1164,"[CX4]F AND NOT [$([CX4](F)[CX3]=[CX3]),$([CX4](F)[CX2]#[CX2]),$([CX4](F)a)]",A12075,Extended Functional Groups (EFG),Alkyl fluorides,R = alkyl,-,-,-,,R = alkyl carbon,-,2005 CheckMol
TA1165,"[CX4]Cl AND NOT [$([CX4](Cl)[CX3]=[CX3]),$([CX4](Cl)[CX2]#[CX2]),$([CX4](Cl)a)]",A12075,Extended Functional Groups (EFG),Alkyl chlorides,R = alkyl,-,-,-,,R = alkyl carbon,-,2005 CheckMol
TA1166,"[CX4]Br AND NOT [$([CX4](Br)[CX3]=[CX3]),$([CX4](Br)[CX2]#[CX2]),$([CX4](Br)a)]",A12075,Extended Functional Groups (EFG),Alkyl bromides,R = alkyl,-,-,-,,R = alkyl carbon,-,2005 CheckMol
TA1167,"[CX4]I AND NOT [$([CX4](I)[CX3]=[CX3]),$([CX4](I)[CX2]#[CX2]),$([CX4](I)a)]",A12075,Extended Functional Groups (EFG),Alkyl iodides,R = alkyl,-,-,-,,R = alkyl carbon,-,2005 CheckMol
TA1168,aF,A12075,Extended Functional Groups (EFG),Aryl fluorides,R = aryl,-,-,-,,R = aromatic carbon,-,2005 CheckMol
TA1169,aCl,A12075,Extended Functional Groups (EFG),Aryl chlorides,R = aryl,-,-,-,,R = aromatic carbon,-,2005 CheckMol
TA1170,aBr,A12075,Extended Functional Groups (EFG),Aryl bromides,R = aryl,-,-,-,,R = aromatic carbon,-,2005 CheckMol
TA1171,aI,A12075,Extended Functional Groups (EFG),Aryl iodides,R = aryl,-,-,-,,R = aromatic carbon,-,2005 CheckMol
TA1172,[!#1!#2!#5!#6!#7!#8!#9!#10!#14!#15!#16!#17!#18!#32!#33!#34!#35!#36!#51!#52!#53!#54!#84!#85!#86]~[#6],A12075,Extended Functional Groups (EFG),Organometallic compounds,"R = alkyl, aryl",-,-,-,,R = any carbon,-,2005 CheckMol
TA1173,[Li][#6],A12075,Extended Functional Groups (EFG),Organolithium compounds,"R = alkyl, aryl",-,-,-,,R = any carbon,-,2005 CheckMol
TA1174,[Mg][#6],A12075,Extended Functional Groups (EFG),Organomagnesium compounds,"R = alkyl, aryl",-,-,-,,R = any carbon,-,2005 CheckMol
TA1175,"[#1,#6][CX3](=[OX1])[!#1!#6!$([SH1,SX2])]",A12075,Extended Functional Groups (EFG),Carboxylic acid derivatives,"R = H, alkyl, aryl; Y = any hetero atom",-,-,-,,"R = H, any carbon atom; Y = any atom except H and C",-,2005 CheckMol
TA1176,"[#1,#6][CX3](=[OX1])[OX2H1]",A12075,Extended Functional Groups (EFG),Carboxylic acids,"R = H, alkyl, aryl",-,-,-,,"R = H, any carbon atom",-,2005 CheckMol
TA1177,"[#1,#6][CX3](=[OX1])[OX1-]",A12075,Extended Functional Groups (EFG),Carboxylic acid salts,"R = H, alkyl, aryl",-,-,-,,"R = H, any carbon atom",-,2005 CheckMol
TA1178,"[#1,#6][CX3](=[OX1])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Carboxylic acid esters,"R1 = H, alkyl, aryl; R2 = alkyl, aryl",-,-,-,,"R1 = H, any carbon atom; R2 = any carbon atom ",-,2005 CheckMol
TA1179,"[#6R][CX3R](=[OX1])[OX2R][#6R&!$([CX3R]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Lactones,A cyclic ester (any ring size),-,-,-,,,-,2005 CheckMol
TA1180,"[#1,#6][CX3](=[OX1])[NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX1])])[#1,#6&!$([CX3]=[OX1,SX1,NX1])]",A12075,Extended Functional Groups (EFG),Carboxylic acid amides,"R1, R2, R3 = H, alkyl, aryl",-,-,-,,"R1, R2, R3 = H, any carbon atom",-,2005 CheckMol
TA1181,"[#1,#6][CX3](=[OX1])[NX3H2]",A12075,Extended Functional Groups (EFG),Carboxylic acid primary amides,"R = H, alkyl, aryl",-,-,-,,"R = H, any carbon atom",-,2005 CheckMol
TA1182,"[#1,#6][CX3](=[OX1])[NX3H1][#6&!$([CX3]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Carboxylic acid secondary amides,"R1 = H, alkyl, aryl; R2 = alkyl, aryl",-,-,-,,"R1 = H, any carbon atom; R2 = any carbon atom",-,2005 CheckMol
TA1183,"[#1,#6][CX3](=[OX1])[NX3]([#6&!$([CX3]=[OX1,SX1,NX2])])[#6&!$([CX3]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Carboxylic acid tertiary amides,"R1 = H, alkyl, aryl; R2, R3 = alkyl, aryl",-,-,-,,"R1 = H, any carbon atom; R2, R3 = any carbon atom",-,2005 CheckMol
TA1184,"[#6R][CX3R](=[OX1])[NX3R]([#1,#6&!$([CX3]=[OX1,SX1,NX2])])[#6R&!$([CX3R]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Lactams,"R = H, alkyl, aryl; a cyclic amide (any ring size)",-,-,-,,"R = H, any carbon atom",-,2005 CheckMol
TA1185,"[$([#6,#1][#6X3](=[OX1])[#7X3&!$([#7X3]([*]=[OX1,SX1])[#7X3]([*]=[OX1,SX1]))][#7X3]),$(C1(=O)[NX3][NX3]C(=O)cc1)]",A12075,Extended Functional Groups (EFG),Carboxylic acid hydrazides,"R1, R2, R3, R4 = H, alkyl, aryl",-,-,-,,"R1, R2, R3, R4 = H, any carbon atom",-,2005 CheckMol
TA1186,"[#1,#6][CX3](=[OX1])[$([NX2]=[NX2+]=[NX1-]),$([NX2]=[NX2+]=N),$([NX2-]-[NX2+]#[NX1])]",A12075,Extended Functional Groups (EFG),Carboxylic acid azides,"R = H, alkyl, aryl",-,-,-,,"R = H, any carbon atom",-,2005 CheckMol
TA1187,"[#1,#6][CX3](=[OX1])[NX3][OH1]",A12075,Extended Functional Groups (EFG),Hydroxamic acids,"R = H, alkyl, aryl",-,-,-,,"R = H, any carbon atom",-,2005 CheckMol
TA1188,"[#1,#6][NX2]=[CX3]([#1,#6])[NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2])])[#1,#6&!$([CX3]=[OX1,SX1,N])]",A12075,Extended Functional Groups (EFG),Carboxylic acid amidines,"R1, R2, R3, R4 = H, alkyl, aryl",-,-,-,,"R1, R2, R3, R4 = H, any carbon atom",-,2005 CheckMol
TA1189,"[#1,#6][NX2]=[CX3]([#1,#6])[NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2])])[NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2])])[#1,#6&!$([CX3]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Carboxylic acid amidrazones,"R1, R2, R3, R4, R5 = H, alkyl, aryl",-,-,-,,"R1, R2, R3, R4, R5 = H, any carbon atom",-,2005 CheckMol
TA1190,"[#1,#6&!$([CX3]=[OX1,SX1])][CX2]#[NX1]",A12075,Extended Functional Groups (EFG),Nitriles,"R = H, alkyl, aryl",-,-,-,,"R = H, any carbon atom",-,2005 CheckMol
TA1191,"[#1,#6][CX3](=[OX1])[F,Cl,Br,I]",A12075,Extended Functional Groups (EFG),Acyl halides,"R = H, alkyl, aryl; X = F, Cl, Br, I",-,-,-,,"R = H, any carbon atom",-,2005 CheckMol
TA1192,"[#1,#6][CX3](=[OX1])F",A12075,Extended Functional Groups (EFG),Acyl fluorides,"R = H, alkyl, aryl",-,-,-,,"R = H, any carbon atom",-,2005 CheckMol
TA1193,"[#1,#6][CX3](=[OX1])Cl",A12075,Extended Functional Groups (EFG),Acyl chlorides,"R = H, alkyl, aryl",-,-,-,,"R = H, any carbon atom",-,2005 CheckMol
TA1194,"[#1,#6][CX3](=[OX1])Br",A12075,Extended Functional Groups (EFG),Acyl bromides,"R = H, alkyl, aryl",-,-,-,,"R = H, any carbon atom",-,2005 CheckMol
TA1195,"[#1,#6][CX3](=[OX1])I",A12075,Extended Functional Groups (EFG),Acyl iodides,"R = H, alkyl, aryl",-,-,-,,"R = H, any carbon atom",-,2005 CheckMol
TA1196,"[#1,#6][CX3](=[OX1])[CX2]#[NX1]",A12075,Extended Functional Groups (EFG),Acyl cyanides,"R = H, alkyl, aryl",-,-,-,,"R = H, any carbon atom",-,2005 CheckMol
TA1197,"[#1,#6][CX3](=[NX2][#1,#6])[OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])]",A12075,Extended Functional Groups (EFG),Imido esters,"R1, R2 = H, alkyl, aryl; R3 = alkyl, aryl",-,-,-,,"R1, R2 = H, any carbon atom; R3 =  any carbon atom",-,2005 CheckMol
